"Rounded.date","Site","Treatment","Carrion","Exclusion","Genus.species","DormancyClass","Cover"
2019-06-02,"DF","MS","High","Scavenger","Lamiaceae sp",NA,0
2019-06-02,"GG","CH","Low","Herbivore","Unknown plant",NA,0
2019-06-02,"GG","CS","Low","Scavenger","Dalea purpurea","PY",0
2019-05-05,"GG","MO","High","Open","Nassella leucotricha","PD",0
2019-06-02,"GG","CS","Low","Scavenger","Dyschoriste linearis",NA,0
2019-06-02,"DF","MS","High","Scavenger","Non plant",NA,0.25
2019-06-02,"GG","CS","Low","Scavenger","Eragrostis curtipedicellata","PD",0
2019-06-02,"DF","MS","High","Scavenger","Opuntia sp","PD",0.06
2019-06-02,"DF","MS","High","Scavenger","Paronychia jamesii",NA,0
2019-07-21,"GG","CH","Low","Herbivore","Allium sp","PD",0
2019-06-02,"DF","MS","High","Scavenger","Phyllanthus polygonoides",NA,0
2019-07-21,"GG","CH","Low","Herbivore","Ambrosia psilostachya","PD",0.25
2019-06-02,"GG","CS","Low","Scavenger","Evax verna","PD",0
2019-06-02,"DF","MS","High","Scavenger","Pyrrhopappus carolinianus","PD",0
2019-06-02,"DF","MS","High","Scavenger","Sabatia campestris","PD",0
2019-06-02,"DF","MS","High","Scavenger","Scutellaria ovata","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Asclepias verticillata","PD",0
2019-06-02,"GG","CS","Low","Scavenger","Hedeoma drummondii",NA,0
2019-06-02,"DF","MS","High","Scavenger","Setaria sp","PD",0
2019-06-02,"DF","MS","High","Scavenger","Sida sp","PY",0
2019-07-21,"GG","CH","Low","Herbivore","Bothriochloa laguroides","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Bothriochloa saccharoides","PD",0
2019-05-05,"GG","MO","High","Open","Solidago sp","PD",0
2019-06-02,"DF","MS","High","Scavenger","Stylosanthes biflora","PY",0
2019-07-21,"GG","CH","Low","Herbivore","Castilleja sp","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Cirsium texanum","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Trifolium sp","PY",0
2019-06-02,"DF","MS","High","Scavenger","Tragia ramosa",NA,0.13
2019-06-02,"DF","MS","High","Scavenger","Unknown plant",NA,0
2019-06-02,"GG","CS","Low","Scavenger","Bryophyta sp",NA,0
2019-06-02,"GG","CS","Low","Scavenger","Nassella leucotricha","PD",0
2019-05-05,"GG","MO","High","Open","Verbena halei","PD",0
2019-06-02,"DF","MS","High","Scavenger","Vicia sp","PY",0
2019-07-21,"GG","CH","Low","Herbivore","Eragrostis curtipedicellata","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Eryngium leavenworthii","PD",0
2019-07-21,"DF","MS","High","Scavenger","Agalinis heterophylla","PD",0
2019-07-21,"DF","MS","High","Scavenger","Allium sp","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Erioneuron pilosum",NA,0
2019-07-21,"GG","CH","Low","Herbivore","Chamaesyce sp",NA,0
2019-06-02,"GG","MO","High","Open","Ambrosia psilostachya","PD",0.5
2019-07-21,"DF","MS","High","Scavenger","Apiaceae sp","PD",0
2019-07-21,"DF","MS","High","Scavenger","Aristida purpurea_Aristida purpurascens",NA,0
2019-07-21,"DF","MS","High","Scavenger","Asclepias asperula","ND",0
2019-07-21,"DF","MS","High","Scavenger","Asclepias verticillata","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Hedeoma drummondii",NA,0
2019-07-21,"GG","CH","Low","Herbivore","Helianthus hirsutus","PD",0
2019-07-21,"DF","MS","High","Scavenger","Bothriochloa ischaemum","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Krameria lanceolata","PD",0
2019-07-21,"DF","MS","High","Scavenger","Bothriochloa saccharoides","PD",0
2019-06-02,"GG","CS","Low","Scavenger","Solidago sp","PD",0
2019-06-02,"GG","CS","Low","Scavenger","Sporobolus compositus","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Linum sp","PD",0
2019-06-02,"GG","CS","Low","Scavenger","Thelesperma filifolium",NA,0.5
2019-07-21,"GG","CH","Low","Herbivore","Lobelia sp","PD",0
2019-07-21,"DF","MS","High","Scavenger","Convolvulus equitans","PY",0
2019-07-21,"DF","MS","High","Scavenger","Croton sp","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Bryophyta sp",NA,0
2019-06-02,"GG","MO","High","Open","Dalea purpurea","PY",0
2019-06-02,"GG","REF","Reference","Herbivore","Nassella leucotricha","PD",0
2019-07-21,"DF","MS","High","Scavenger","Engelmannia peristenia","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Non plant",NA,0.06
2019-06-02,"GG","CS","Low","Scavenger","Oxalis sp","ND",0
2019-07-21,"DF","MS","High","Scavenger","Erigeron sp","ND",0
2019-07-21,"DF","MS","High","Scavenger","Eriogonum longifolium","PD",0.06
2019-07-21,"GG","CH","Low","Herbivore","Panicum sp","PD",0.19
2019-07-21,"GG","CH","Low","Herbivore","Phyllanthus polygonoides",NA,0
2019-07-21,"GG","CS","Low","Scavenger","Ambrosia psilostachya","PD",0
2019-07-21,"GG","CS","Low","Scavenger","Andropogon sp","PD",0
2019-07-21,"DF","MS","High","Scavenger","Gaura sp","PD",0
2019-07-21,"DF","MS","High","Scavenger","Glandularia bipinnatifida","PD",0
2019-07-21,"DF","MS","High","Scavenger","Houstonia pusilla","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Cassia marilandica","PY",0
2019-07-21,"GG","CH","Low","Herbivore","Packera obovata","ND",0
2019-07-21,"DF","MS","High","Scavenger","Hymenopappus tenuifolius",NA,0
2019-07-21,"DF","MS","High","Scavenger","Krameria lanceolata","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Sisyrinchium sp","PD",0
2019-07-21,"GG","CH","Low","Herbivore","Solidago sp","PD",0
2019-06-02,"GG","MO","High","Open","Lesquerella sp","PD",0
2019-07-21,"DF","MS","High","Scavenger","Linum sp","PD",0
2019-07-21,"GG","CS","Low","Scavenger","Castilleja sp","PD",0
2019-07-21,"GG","CS","Low","Scavenger","Cirsium texanum","PD",0
2019-07-21,"DF","MS","High","Scavenger","Lolium perenne","PD",0
2019-07-21,"DF","MS","High","Scavenger","Lamiaceae sp",NA,0
2019-07-21,"GG","CH","Low","Herbivore","Unknown plant",NA,0
2019-07-21,"GG","CS","Low","Scavenger","Dalea purpurea","PY",0
2019-06-02,"GG","MO","High","Open","Nassella leucotricha","PD",0.31
2019-07-21,"GG","CS","Low","Scavenger","Dyschoriste linearis",NA,0
2019-07-21,"DF","MS","High","Scavenger","Non plant",NA,0.19
2019-07-21,"GG","CS","Low","Scavenger","Eragrostis curtipedicellata","PD",0
2019-07-21,"DF","MS","High","Scavenger","Opuntia sp","PD",0.06
2019-07-21,"DF","MS","High","Scavenger","Paronychia jamesii",NA,0
2020-07-19,"GG","CH","Low","Herbivore","Allium sp","PD",0
2019-07-21,"DF","MS","High","Scavenger","Phyllanthus polygonoides",NA,0
2020-07-19,"GG","CH","Low","Herbivore","Ambrosia psilostachya","PD",0
2019-07-21,"GG","CS","Low","Scavenger","Evax verna","PD",0
2019-07-21,"DF","MS","High","Scavenger","Pyrrhopappus carolinianus","PD",0
2019-07-21,"DF","MS","High","Scavenger","Sabatia campestris","PD",0
2019-07-21,"DF","MS","High","Scavenger","Scutellaria ovata","PD",0
2020-07-19,"GG","CH","Low","Herbivore","Asclepias verticillata","PD",0
2019-07-21,"GG","CS","Low","Scavenger","Hedeoma drummondii",NA,0
2019-07-21,"DF","MS","High","Scavenger","Setaria sp","PD",0
2019-07-21,"DF","MS","High","Scavenger","Sida sp","PY",0.06
2020-07-19,"GG","CH","Low","Herbivore","Bothriochloa laguroides","PD",0
2020-07-19,"GG","CH","Low","Herbivore","Bothriochloa saccharoides","PD",0
2019-06-02,"GG","MO","High","Open","Solidago sp","PD",0
2019-07-21,"DF","MS","High","Scavenger","Stylosanthes biflora","PY",0
2020-07-19,"GG","CH","Low","Herbivore","Castilleja sp","PD",0
2020-07-19,"GG","CH","Low","Herbivore","Cirsium texanum","PD",0
2020-07-19,"GG","CH","Low","Herbivore","Trifolium sp","PY",0
2019-07-21,"DF","MS","High","Scavenger","Tragia ramosa",NA,0
2019-07-21,"DF","MS","High","Scavenger","Unknown plant",NA,0
2019-07-21,"GG","CS","Low","Scavenger","Bryophyta sp",NA,0
2019-07-21,"GG","CS","Low","Scavenger","Nassella leucotricha","PD",0
2019-06-02,"GG","MO","High","Open","Verbena halei","PD",0
2019-07-21,"DF","MS","High","Scavenger","Vicia sp","PY",0
2019-07-21,"GG","CS","Low","Scavenger","Non plant",NA,0
2020-07-19,"GG","CH","Low","Herbivore","Eryngium leavenworthii","PD",0
2020-07-19,"DF","MS","High","Scavenger","Agalinis heterophylla","PD",0
2020-07-19,"GG","CH","Low","Herbivore","Eriogonum longifolium","PD",0
2020-07-19,"GG","CH","Low","Herbivore","Erioneuron pilosum",NA,0
2020-07-19,"GG","CH","Low","Herbivore","Chamaesyce sp",NA,0
2019-07-21,"GG","MO","High","Open","Ambrosia psilostachya","PD",0.5
2020-07-19,"DF","MS","High","Scavenger","Apiaceae sp","PD",0
2020-07-19,"DF","MS","High","Scavenger","Aristida purpurea_Aristida purpurascens",NA,0
2020-07-19,"DF","MS","High","Scavenger","Asclepias asperula","ND",0
2020-07-19,"GG","CH","Low","Herbivore","Houstonia pusilla","PD",0
2019-07-21,"GG","CS","Low","Scavenger","Cassia marilandica","PY",0
2020-07-19,"GG","CH","Low","Herbivore","Helianthus hirsutus","PD",0
2020-07-19,"DF","MS","High","Scavenger","Bothriochloa ischaemum","PD",0
2020-07-19,"GG","CH","Low","Herbivore","Krameria lanceolata","PD",0
2019-07-21,"GG","CS","Low","Scavenger","Sisyrinchium sp","PD",0
2019-07-21,"GG","MO","High","Open","Bothriochloa saccharoides","PD",0
2019-07-21,"GG","CS","Low","Scavenger","Sporobolus compositus","PD",0
2020-07-19,"GG","CH","Low","Herbivore","Linum sp","PD",0.06
2019-07-21,"GG","CS","Low","Scavenger","Thelesperma filifolium",NA,0.69
2020-07-19,"GG","CH","Low","Herbivore","Lobelia sp","PD",0
2020-07-19,"DF","MS","High","Scavenger","Convolvulus equitans","PY",0
2020-07-19,"DF","MS","High","Scavenger","Croton sp","PD",0
2019-07-21,"GG","CS","Low","Scavenger","Unknown plant",NA,0
2019-07-21,"GG","MO","High","Open","Dalea purpurea","PY",0
2019-07-21,"GG","REF","Reference","Herbivore","Nassella leucotricha","PD",0
2020-07-19,"DF","MS","High","Scavenger","Engelmannia peristenia","PD",0
2020-07-19,"GG","CH","Low","Herbivore","Non plant",NA,0.06
2019-07-21,"GG","CS","Low","Scavenger","Oxalis sp","ND",0
2020-07-19,"DF","MS","High","Scavenger","Erigeron sp","ND",0
2020-07-19,"DF","MS","High","Scavenger","Eriogonum longifolium","PD",0
2020-07-19,"GG","CH","Low","Herbivore","Panicum sp","PD",0.13
2020-07-19,"GG","CH","Low","Herbivore","Phyllanthus polygonoides",NA,0
2019-07-21,"GG","MO","High","Open","Chamaesyce sp",NA,0
2020-07-19,"GG","CS","Low","Scavenger","Andropogon sp","PD",0
2020-07-19,"DF","MS","High","Scavenger","Gaura sp","PD",0
2020-07-19,"DF","MS","High","Scavenger","Glandularia bipinnatifida","PD",0
2020-07-19,"DF","MS","High","Scavenger","Houstonia pusilla","PD",0
2020-07-19,"GG","CH","Low","Herbivore","Cassia marilandica","PY",0
2020-07-19,"GG","CH","Low","Herbivore","Packera obovata","ND",0
2020-07-19,"DF","MS","High","Scavenger","Hymenopappus tenuifolius",NA,0
2020-07-19,"GG","CH","Low","Herbivore","Sida sp","PY",0
2020-07-19,"GG","CH","Low","Herbivore","Sisyrinchium sp","PD",0
2020-07-19,"GG","CS","Low","Scavenger","Bothriochloa saccharoides","PD",0
2019-07-21,"GG","MO","High","Open","Lesquerella sp","PD",0
2020-07-19,"GG","CH","Low","Herbivore","Stylosanthes biflora","PY",0
2020-07-19,"GG","CS","Low","Scavenger","Castilleja sp","PD",0
2020-07-19,"GG","CS","Low","Scavenger","Cirsium texanum","PD",0
2020-07-19,"DF","MS","High","Scavenger","Lolium perenne","PD",0
2020-07-19,"DF","MS","High","Scavenger","Lamiaceae sp",NA,0
2020-07-19,"GG","CH","Low","Herbivore","Unknown plant",NA,0
2019-07-21,"GG","MO","High","Open","Bryophyta sp",NA,0
2019-07-21,"OS","CO","Low","Open","Dalea purpurea","PY",0
2020-07-19,"GG","CS","Low","Scavenger","Dyschoriste linearis",NA,0
2020-07-19,"GG","CH","Low","Herbivore","Vicia sp","PY",0
2020-07-19,"GG","CS","Low","Scavenger","Eragrostis curtipedicellata","PD",0
2020-07-19,"DF","MS","High","Scavenger","Opuntia sp","PD",0
2020-07-19,"DF","MS","High","Scavenger","Paronychia jamesii",NA,0
2021-07-18,"GG","CH","Low","Herbivore","Allium sp","PD",0
2020-07-19,"GG","CS","Low","Scavenger","Erioneuron pilosum",NA,0
2020-07-19,"GG","CS","Low","Scavenger","Chamaesyce sp",NA,0
2020-07-19,"GG","CS","Low","Scavenger","Evax verna","PD",0
2020-07-19,"DF","MS","High","Scavenger","Pyrrhopappus carolinianus","PD",0
2020-07-19,"DF","MS","High","Scavenger","Sabatia campestris","PD",0
2020-07-19,"DF","MS","High","Scavenger","Scutellaria ovata","PD",0
2021-07-18,"GG","CH","Low","Herbivore","Asclepias verticillata","PD",0
2020-07-19,"GG","CS","Low","Scavenger","Hedeoma drummondii",NA,0
2020-07-19,"DF","MS","High","Scavenger","Setaria sp","PD",0
2020-07-19,"DF","MS","High","Scavenger","Sida sp","PY",0
2021-07-18,"GG","CH","Low","Herbivore","Bothriochloa laguroides","PD",0
2021-07-18,"GG","CH","Low","Herbivore","Bothriochloa saccharoides","PD",0
2019-07-21,"GG","MO","High","Open","Solidago sp","PD",0
2020-07-19,"DF","MS","High","Scavenger","Stylosanthes biflora","PY",0
2020-07-19,"GG","CS","Low","Scavenger","Linum sp","PD",0
2019-07-21,"GG","MO","High","Open","Thelesperma filifolium",NA,0
2021-07-18,"GG","CH","Low","Herbivore","Trifolium sp","PY",0
2020-07-19,"DF","MS","High","Scavenger","Tragia ramosa",NA,0
2021-07-18,"GG","CH","Low","Herbivore","Croton sp","PD",0
2020-07-19,"GG","CS","Low","Scavenger","Bryophyta sp",NA,0
2020-07-19,"GG","REF","Reference","Herbivore","Dalea purpurea","PY",0
2019-07-21,"GG","MO","High","Open","Verbena halei","PD",0
2020-07-19,"DF","MS","High","Scavenger","Vicia sp","PY",0
2020-07-19,"GG","CS","Low","Scavenger","Non plant",NA,0
2021-07-18,"GG","CH","Low","Herbivore","Eryngium leavenworthii","PD",0
2021-07-18,"DF","MS","High","Scavenger","Agalinis heterophylla","PD",0
2021-07-18,"GG","CH","Low","Herbivore","Eriogonum longifolium","PD",0
2021-07-18,"GG","CH","Low","Herbivore","Erioneuron pilosum",NA,0
2021-07-18,"GG","CH","Low","Herbivore","Chamaesyce sp",NA,0
2020-07-19,"GG","MO","High","Open","Ambrosia psilostachya","PD",0.06
2021-07-18,"DF","MS","High","Scavenger","Apiaceae sp","PD",0
2021-07-18,"DF","MS","High","Scavenger","Aristida purpurea_Aristida purpurascens",NA,0
2021-07-18,"DF","MS","High","Scavenger","Asclepias asperula","ND",0
2021-07-18,"GG","CH","Low","Herbivore","Houstonia pusilla","PD",0
2020-07-19,"GG","CS","Low","Scavenger","Cassia marilandica","PY",0
2021-07-18,"GG","CH","Low","Herbivore","Helianthus hirsutus","PD",0
2021-07-18,"DF","MS","High","Scavenger","Bothriochloa ischaemum","PD",0.12
2021-07-18,"GG","CH","Low","Herbivore","Krameria lanceolata","PD",0
2020-07-19,"GG","CS","Low","Scavenger","Sisyrinchium sp","PD",0
2020-07-19,"GG","MO","High","Open","Bothriochloa saccharoides","PD",0
2020-07-19,"GG","CS","Low","Scavenger","Sporobolus compositus","PD",0
2021-07-18,"GG","CH","Low","Herbivore","Linum sp","PD",0
2020-07-19,"GG","CS","Low","Scavenger","Thelesperma filifolium",NA,0
2021-07-18,"GG","CH","Low","Herbivore","Lobelia sp","PD",0
2021-07-18,"DF","MS","High","Scavenger","Convolvulus equitans","PY",0
2021-07-18,"DF","MS","High","Scavenger","Croton sp","PD",0
2020-07-19,"GG","CS","Low","Scavenger","Unknown plant",NA,0
2020-07-19,"GG","MO","High","Open","Dalea purpurea","PY",0
2020-07-19,"GG","REF","Reference","Herbivore","Nassella leucotricha","PD",0
2021-07-18,"DF","MS","High","Scavenger","Engelmannia peristenia","PD",0
2021-07-18,"GG","CH","Low","Herbivore","Non plant",NA,0.06
2020-07-19,"GG","CS","Low","Scavenger","Oxalis sp","ND",0
2021-07-18,"DF","MS","High","Scavenger","Erigeron sp","ND",0
2021-07-18,"DF","MS","High","Scavenger","Eriogonum longifolium","PD",0
2021-07-18,"GG","CH","Low","Herbivore","Panicum sp","PD",0.44
2021-07-18,"GG","CH","Low","Herbivore","Phyllanthus polygonoides",NA,0
2020-07-19,"GG","MO","High","Open","Chamaesyce sp",NA,0
2021-07-18,"GG","CS","Low","Scavenger","Andropogon sp","PD",0
2021-07-18,"DF","MS","High","Scavenger","Gaura sp","PD",0
2021-07-18,"DF","MS","High","Scavenger","Glandularia bipinnatifida","PD",0
2021-07-18,"DF","MS","High","Scavenger","Houstonia pusilla","PD",0
2021-07-18,"GG","CH","Low","Herbivore","Cassia marilandica","PY",0
2021-07-18,"GG","CH","Low","Herbivore","Packera obovata","ND",0
2021-07-18,"DF","MS","High","Scavenger","Hymenopappus tenuifolius",NA,0
2021-07-18,"GG","CH","Low","Herbivore","Sida sp","PY",0
2021-07-18,"GG","CH","Low","Herbivore","Sisyrinchium sp","PD",0
2021-07-18,"GG","CS","Low","Scavenger","Bothriochloa saccharoides","PD",0
2020-07-19,"GG","MO","High","Open","Lesquerella sp","PD",0
2021-07-18,"GG","CH","Low","Herbivore","Stylosanthes biflora","PY",0
2021-07-18,"GG","CS","Low","Scavenger","Castilleja sp","PD",0
2021-07-18,"GG","CS","Low","Scavenger","Cirsium texanum","PD",0
2021-07-18,"DF","MS","High","Scavenger","Lolium perenne","PD",0
2021-07-18,"DF","MS","High","Scavenger","Lamiaceae sp",NA,0
2021-07-18,"GG","CH","Low","Herbivore","Unknown plant",NA,0.06
2020-07-19,"GG","MO","High","Open","Bryophyta sp",NA,0
2020-07-19,"OS","CO","Low","Open","Dalea purpurea","PY",0
2021-07-18,"GG","CS","Low","Scavenger","Dyschoriste linearis",NA,0
2021-07-18,"GG","CH","Low","Herbivore","Vicia sp","PY",0
2021-07-18,"GG","CS","Low","Scavenger","Eragrostis curtipedicellata","PD",0
2021-07-18,"DF","MS","High","Scavenger","Opuntia sp","PD",0
2021-07-18,"DF","MS","High","Scavenger","Paronychia jamesii",NA,0
2019-03-17,"GG","CO","Low","Open","Allium sp","PD",0.06
2021-07-18,"GG","CS","Low","Scavenger","Erioneuron pilosum",NA,0
2021-07-18,"GG","CS","Low","Scavenger","Chamaesyce sp",NA,0
2021-07-18,"GG","CS","Low","Scavenger","Evax verna","PD",0
2021-07-18,"DF","MS","High","Scavenger","Pyrrhopappus carolinianus","PD",0
2021-07-18,"DF","MS","High","Scavenger","Sabatia campestris","PD",0
2021-07-18,"DF","MS","High","Scavenger","Scutellaria ovata","PD",0
2019-03-17,"GG","CO","Low","Open","Asclepias verticillata","PD",0
2021-07-18,"GG","CS","Low","Scavenger","Hedeoma drummondii",NA,0
2021-07-18,"DF","MS","High","Scavenger","Setaria sp","PD",0
2021-07-18,"DF","MS","High","Scavenger","Sida sp","PY",0
2019-03-17,"GG","CO","Low","Open","Bothriochloa laguroides","PD",0
2019-03-17,"GG","CO","Low","Open","Bothriochloa saccharoides","PD",0
2020-07-19,"GG","MO","High","Open","Solidago sp","PD",0
2021-07-18,"DF","MS","High","Scavenger","Stylosanthes biflora","PY",0.38
2021-07-18,"GG","CS","Low","Scavenger","Linum sp","PD",0
2020-07-19,"GG","MO","High","Open","Thelesperma filifolium",NA,0
2019-03-17,"GG","CO","Low","Open","Trifolium sp","PY",0
2021-07-18,"DF","MS","High","Scavenger","Tragia ramosa",NA,0
2019-03-17,"GG","CO","Low","Open","Croton sp","PD",0
2021-07-18,"GG","CS","Low","Scavenger","Bryophyta sp",NA,0
2021-07-18,"GG","REF","Reference","Herbivore","Dalea purpurea","PY",0
2020-07-19,"GG","MO","High","Open","Verbena halei","PD",0
2021-07-18,"DF","MS","High","Scavenger","Vicia sp","PY",0
2021-07-18,"GG","CS","Low","Scavenger","Non plant",NA,0.06
2019-03-17,"GG","CO","Low","Open","Eryngium leavenworthii","PD",0
2019-04-21,"DF","REF","Reference","Herbivore","Agalinis heterophylla","PD",0
2019-03-17,"GG","CO","Low","Open","Eriogonum longifolium","PD",0
2019-03-17,"GG","CO","Low","Open","Erioneuron pilosum",NA,0
2019-03-17,"GG","CO","Low","Open","Chamaesyce sp",NA,0
2021-07-18,"GG","MO","High","Open","Ambrosia psilostachya","PD",0.94
2019-04-21,"DF","REF","Reference","Herbivore","Apiaceae sp","PD",0
2019-04-21,"DF","REF","Reference","Herbivore","Aristida purpurea_Aristida purpurascens",NA,0
2019-04-21,"DF","REF","Reference","Herbivore","Asclepias asperula","ND",0
2019-03-17,"GG","CO","Low","Open","Houstonia pusilla","PD",0
2021-07-18,"GG","CS","Low","Scavenger","Cassia marilandica","PY",0
2019-03-17,"GG","CO","Low","Open","Helianthus hirsutus","PD",0
2019-04-21,"DF","REF","Reference","Herbivore","Bothriochloa ischaemum","PD",0
2019-03-17,"GG","CO","Low","Open","Krameria lanceolata","PD",0
2021-07-18,"GG","CS","Low","Scavenger","Sisyrinchium sp","PD",0
2021-07-18,"GG","MO","High","Open","Bothriochloa saccharoides","PD",0
2021-07-18,"GG","CS","Low","Scavenger","Sporobolus compositus","PD",0
2019-03-17,"GG","CO","Low","Open","Linum sp","PD",0.06
2021-07-18,"GG","CS","Low","Scavenger","Thelesperma filifolium",NA,0.24
2019-03-17,"GG","CO","Low","Open","Lobelia sp","PD",0
2019-04-21,"DF","REF","Reference","Herbivore","Convolvulus equitans","PY",0
2019-04-21,"DF","REF","Reference","Herbivore","Croton sp","PD",0
2021-07-18,"GG","CS","Low","Scavenger","Unknown plant",NA,0.06
2021-07-18,"GG","MO","High","Open","Dalea purpurea","PY",0
2021-07-18,"GG","REF","Reference","Herbivore","Nassella leucotricha","PD",0
2019-04-21,"DF","REF","Reference","Herbivore","Engelmannia peristenia","PD",0
2019-03-17,"GG","CO","Low","Open","Non plant",NA,0
2021-07-18,"GG","CS","Low","Scavenger","Oxalis sp","ND",0
2019-04-21,"DF","REF","Reference","Herbivore","Erigeron sp","ND",0
2019-04-21,"DF","REF","Reference","Herbivore","Eriogonum longifolium","PD",0
2019-03-17,"GG","CO","Low","Open","Panicum sp","PD",0
2019-03-17,"GG","CO","Low","Open","Phyllanthus polygonoides",NA,0
